category,rating,label,text,word_count,excl_count,tfidf_svd_0,tfidf_svd_1,tfidf_svd_2,tfidf_svd_3,tfidf_svd_4,tfidf_svd_5,tfidf_svd_6,tfidf_svd_7,tfidf_svd_8,tfidf_svd_9,tfidf_svd_10,tfidf_svd_11,tfidf_svd_12,tfidf_svd_13,tfidf_svd_14,tfidf_svd_15,tfidf_svd_16,tfidf_svd_17,tfidf_svd_18,tfidf_svd_19,tfidf_svd_20,tfidf_svd_21,tfidf_svd_22,tfidf_svd_23
Kindle_Store_5,3,CG,"Eva is on her to find a way to escape her abusive mother. When she meets a handsome stranger she doesn't know is the man she wants but the man she wants is strong and handsome. She is in love with him and will do anything to get her happily ever after.

I loved this book! I can't wait to see how the next book comes out!I received a free copy of this book from the author for an honest review.

This book was so good. I loved it. I loved the character development. I loved the relationship between the two main characters. The romance was real, and the story flowed at a great pace. It was a fun read. I would definitely recommend this book to anyone.I received this book for an honest review.  This is my first book by this author and I was very happy to see it.  I love the characters and the plot.  I will definitely be looking for more by this author.  This is a great series and I look forward to reading more from this author",183,2,-0.09282150905506988,0.002151327415628906,0.05725991506528883,-0.010972184042348614,0.05410147219463382,-0.008777673668295629,-0.018810670024150832,0.00572440004112956,0.02170291804418911,-0.01617796488054755,0.009046024519499325,-0.022628903172501106,0.01563978246537483,-0.013331021500411766,0.02340257619061118,-0.013130548246061498,0.042453903185544636,-0.01803488621348439,-0.019873655081920523,0.008398230409290873,-0.004839939135381037,0.00011454435546204086,-0.024757440416263956,0.00968787150505908
Clothing_Shoes_and_Jewelry_5,5,CG,"This is my second Glamorise and I love the look. I will keep this bag in my wardrobe.I bought this for my son, he loves it! He wears it often and it's comfortable. I have been wearing it every day for about 2 years and it still holds up. I love it. I have a wide foot and I can wear it on my feet all day long. I just wish there was more pockets for items that go in one",81,1,-0.09928541142350157,0.03257324621908664,0.02022585386073266,-0.0008437387734037756,-0.020705777130521415,0.005299982667300043,0.030628985579136844,-0.03583760773634779,0.03768120184690214,-0.017774133322100906,0.008313349138540285,-0.026527571659772754,0.0068669501320706905,0.006326750931659028,-0.004283765613902892,-0.009562954489959814,0.01382154407515345,-0.023447948119981615,0.018629088473643963,-0.014105249064967558,-0.0126584443953774,0.009156520894893909,-0.012719159998971503,0.0003340175095746378
Kindle_Store_5,4,OR,I absolutely love this series. The Ravens are the hottest protection force there is. They will do anything to protect and provide for their Fated. Can't wait to start the next book.,32,0,-0.07457214085167771,0.016425546384556382,0.04027577546986103,-0.00664338464467399,0.02845530522859659,-0.003944061830267591,0.0006708456591418752,-0.007345305413991631,0.00910347618209108,0.019896911502571692,0.013309108835374932,0.012589784039637834,-0.009073285826564281,-0.006058809465507589,-0.01084738049401504,-0.03463177940492599,0.040929214287254344,0.0018212441230088974,-0.030191375214306582,0.009546639811124193,0.0007670173000933893,0.013739035264300703,-0.02443432544323089,-0.015054598115931456
Movies_and_TV_5,5,CG,"Probably best movie Rutger Howerton has made. Not too many people make a movie like this. If you want to watch a movie with Rutger Howerton, you will like this one. It is a very good movie.",37,0,-0.1339574413835822,-0.28638213195619716,0.045058153403038814,-0.05418494235897511,-0.09104917318156061,0.02063701090156307,0.052706892019767554,-0.006859807426727108,-0.008337427367360317,-0.0009626974653580982,-0.036807838877775355,0.02311367682679577,-0.053020879369093096,-0.03664036210771066,-0.033335778421909205,0.0007892711729605974,-0.0387936131763704,-0.014669870398706491,0.028676981715268297,0.056246433185970966,0.00863571173682639,0.016932775359616212,-0.03796688528072025,0.01650962609225237
Clothing_Shoes_and_Jewelry_5,5,OR,"Unfortunately the black didn't work for a lot of my dresses. I wanted to love it ! The quality is beautiful and shipment and packing super cute. Hopefully, if I order the cream will work out better for me... if I order the other color will leave another review with pictures of what it worked with :)",57,1,-0.08272117029226164,0.015608902038501292,0.0028348615689594097,0.010457048179337586,-0.0062507724062791994,-0.032134550911047166,0.012615766571854755,-0.009006669016024744,0.00809164931562627,0.0009335980406887899,-0.020375407062176783,0.019303078562930554,-0.019892861347875955,-0.014962557964379303,-0.004500493082270009,0.0191757175588351,0.010895056536986567,-0.009957975700110823,-0.010257370824776405,0.008273450037813532,0.01798379914137773,-0.006218229957089448,-0.01561436126048077,-0.031489340142299475
Sports_and_Outdoors_5,3,OR,"I have mixed emotions about this water filter system. I love how it is hung from a tree, and doesn't require pumping, but I did run into problems. I used it for a week in Boundary Waters, at least the bag. After 4 days,providing water for 6 people, the filter was completely clogged, and is incapable of being back flushed. The pre-filter screen was not fine enough to catch the ""material/ suspected tannin"" in the BWCA water. I eventually attached a Sawyer inline filter to the outlet hose which got me through the last 4 days. My Base Camp Pro did come with the new and improved filer, but it couldn't handle what I needed it to. I love the idea, but was pretty disappointed.",125,0,-0.06398668044946186,0.011783976381445169,0.014808799146249713,-0.0007503289011204576,0.0022877612145277212,0.0005833772245535536,0.004145309603338878,-0.0026616434399692156,-0.0005267318212388984,-0.004356708644437481,-0.01111867483335694,0.0043186081974669254,-0.009173605553717754,-0.021428480298237528,-0.003576941430503545,0.007410734551777717,0.000975129460196608,-0.008761861724589187,0.0014927760254246308,-0.003161861739197661,0.004041466819429426,-0.001483748214399521,0.010885895317929955,-0.01578378640683033
Clothing_Shoes_and_Jewelry_5,5,CG,"I really like these shoes. They have the wide toe box that most people need, and the heel is a little too wide. I am a 32D, and these are a little large for",34,0,-0.09448294517327122,0.0324382503381294,0.013286328975291887,0.0031549534334974322,-0.027375934647374388,0.0055069339733318295,0.037353302971397835,-0.026992332346850115,0.02021989098960288,0.0469524537966837,0.007990559894412053,0.035093302050577056,-0.059742937345675165,0.04325904780422033,-0.04688987900596519,-0.04444052701586145,0.006369591438682131,0.019025768975183092,0.010658069825967013,0.02620016536835749,0.0007101772576581862,-0.026502683889465275,0.054786729781855344,0.014541688214469994
Movies_and_TV_5,4,OR,"This is a strong production filled with beautiful and dramatic singing, and Wixell's playing a dual role tightens the story. Some artistic lapses in the directing are made up for by the exceptional final act.",35,0,-0.05241150634655378,0.005336743752514774,0.02012480881122325,0.0018641409410125875,0.01576934063957265,-0.0006432150839216993,-0.003543764961007077,0.006437449763176734,-0.013109613823473355,0.006432565860531237,0.0040387052185738535,0.0016123736235753282,0.001407645219791682,0.025639845672180226,-0.0022986922160509785,0.012103001617068329,-0.014187518217782044,0.0009736549310865717,0.00011766963388407758,-0.002202716433384691,0.00552474765865651,0.001459671928054633,-0.0035123617443653865,-0.000519757096073771
Tools_and_Home_Improvement_5,4,CG,"I have had this in use for over a year and I have not had a problem.  The light is bright enough to see your feet and then the light goes on and off again.  The bulb is not dimmable so it will not last long.  I have had no issues with it.  I have the option of changing the color of the light to a white or a blue.  This light is not meant for camping.  I have a camping trailer so I have not had to change it yet.  The light does not provide any illumination, so I have",101,0,-0.08566622899194416,0.025561794451555837,0.006292096531843153,0.0009187424270841633,-0.01687966714187791,0.009668227854971524,0.003977572537695086,-0.004971463265548749,-0.029592782247822948,-0.020974882652461946,-0.02441758948803451,-0.014587721212611225,-0.07512640850808018,-0.036493291843299906,0.022244105301839186,-0.02281259711925596,-0.011503284693260202,0.02202098563028604,-0.013892540295080587,-0.014870884997446925,0.010724748911139741,-0.0292571245488958,-0.01014039163718197,-0.005810803943404031
Movies_and_TV_5,4,OR,"I had heard about 24 for a long time before ever seeing it.  I finally saw an episode a few weeks ago and thought it was quite good.  I ended up deciding to watch the first season.

It was certainly a highly entertaining show with no end to the action.  It contains murder, espionage, terrorism, traitors, kidnapping and a presidential assassination plot.  And that is all in one day.

The concept of the show is that each episode represents one hour of a day in real time.  The hero, federal anti terrorist agent Jack Bauer, encounters more action in two hours than any 50 average people do in their entire lives.

Although some of the events are certainly implausible in the time frames allotted, it is great entertainment.  Although I am not much of a TV watcher, I may just become one for this show.  I recommend it.",148,0,-0.06814794530458644,0.001963754965068155,0.018952886239053054,-0.005003655186538291,0.012044769108351115,-0.000792980071267574,-0.0021892426451889987,-0.0010185155198224583,0.0035059304986404345,-0.0005274663637277167,-0.010969991039174423,0.010061930584351678,-0.007601550439000944,-0.0031967845465242727,-0.004516015634345807,0.014395353917076557,-0.006636675390810454,0.0050890280207627845,0.001831515929691893,-0.0058459563394066055,0.0034851488851249117,0.003512260593674999,0.001657562116082861,0.0027169721025991863
